streamer_id,product_id,date,price,discount_rate,views,conversion_rate,cost_per_unit,shelf_life_days,holiday_flag,quantity_sold,CCE
S5,P012,2024-09-04 12:00:00,14.94,0.07,64030,0.0219,8.34,166,0,1402,1.1993
S3,P007,2024-09-04 13:00:00,9.13,0.13,87713,0.0249,5.33,164,0,2184,1.4045
S17,P003,2024-09-04 14:00:00,23.73,0.3,61252,0.0129,9.73,92,0,790,0.6985
S12,P002,2024-09-04 15:00:00,21.55,0.11,13413,0.01,10.38,65,0,134,0.4627
S4,P012,2024-09-04 16:00:00,19.81,0.11,24902,0.0056,6.03,166,0,139,0.2709
S20,P003,2024-09-04 17:00:00,22.76,0.29,42562,0.0207,6.18,50,0,881,1.0907
S5,P004,2024-09-04 18:00:00,12.0,0.3,17848,0.0422,6.59,19,0,753,2.0531
S2,P006,2024-09-04 19:00:00,12.76,0.13,87967,0.0078,6.35,157,1,686,0.4315
S5,P006,2024-09-04 20:00:00,22.11,0.09,64075,0.0219,5.67,139,0,1403,1.1994
S1,P014,2024-09-04 21:00:00,29.03,0.12,110586,0.0322,4.79,94,0,3560,1.8573
S17,P004,2024-09-04 22:00:00,8.98,0.28,69485,0.0225,4.41,168,0,1563,1.2417
S20,P006,2024-09-04 23:00:00,29.33,0.22,57035,0.0249,4.55,76,0,1420,1.351
S5,P003,2024-09-05 00:00:00,29.17,0.1,71766,0.0103,9.24,145,0,739,0.5633
S18,P015,2024-09-05 01:00:00,8.42,0.19,66938,0.0294,5.58,51,0,1967,1.6209
S14,P011,2024-09-05 02:00:00,18.19,0.08,46320,0.0128,10.39,94,0,592,0.6751
S12,P002,2024-09-05 03:00:00,29.55,0.13,74141,0.0146,9.55,49,0,1082,0.8061
S19,P011,2024-09-05 04:00:00,24.1,0.34,93924,0.0261,3.5,34,0,2451,1.4818
S1,P008,2024-09-05 05:00:00,21.71,0.15,58665,0.0205,10.4,143,1,1202,1.1129
S9,P009,2024-09-05 06:00:00,20.94,0.19,84702,0.0055,5.39,41,0,465,0.2995
S1,P014,2024-09-05 07:00:00,22.9,0.33,68637,0.0403,8.33,120,0,2766,2.2315
S13,P005,2024-09-05 08:00:00,19.25,0.2,66212,0.0201,5.01,118,0,1330,1.1031
S7,P006,2024-09-05 09:00:00,23.31,0.3,81493,0.0277,8.94,146,0,2257,1.5537
S23,P010,2024-09-05 10:00:00,29.7,0.08,28653,0.0294,5.87,21,0,842,1.4962
S4,P012,2024-09-05 11:00:00,23.65,0.17,110156,0.0318,8.96,45,0,3502,1.8334
S5,P012,2024-09-05 12:00:00,14.31,0.16,33125,0.0101,9.4,145,0,334,0.5131
S13,P002,2024-09-05 13:00:00,6.35,0.13,6345,0.0284,9.69,134,0,180,1.2308
S12,P011,2024-09-05 14:00:00,22.9,0.13,6544,0.0331,4.47,112,0,216,1.4416
S1,P009,2024-09-05 15:00:00,18.12,0.15,18402,0.0242,5.92,151,0,445,1.1757
S13,P009,2024-09-05 16:00:00,13.38,0.11,77916,0.0397,4.44,127,0,3093,2.2233
S9,P007,2024-09-05 17:00:00,26.04,0.2,69647,0.0083,7.33,56,0,578,0.4503
S12,P005,2024-09-05 18:00:00,21.24,0.32,24799,0.0074,9.28,92,0,183,0.3619
S17,P002,2024-09-05 19:00:00,18.31,0.21,96589,0.0346,7.01,55,1,3341,1.9732
S1,P011,2024-09-05 20:00:00,6.43,0.09,90591,0.0353,7.7,144,0,3197,2.0021
S13,P010,2024-09-05 21:00:00,12.14,0.09,87255,0.0065,9.1,138,0,567,0.3572
S3,P009,2024-09-05 22:00:00,21.19,0.29,97246,0.0111,4.33,157,0,1079,0.6249
S8,P005,2024-09-05 23:00:00,24.33,0.06,60258,0.0116,7.27,35,1,698,0.6259
S18,P001,2024-09-06 00:00:00,6.59,0.18,43887,0.0278,9.35,22,0,1220,1.4733
S16,P015,2024-09-06 01:00:00,21.57,0.1,23434,0.0243,6.84,28,0,569,1.21
S2,P008,2024-09-06 02:00:00,25.43,0.22,38559,0.0077,3.71,178,0,296,0.3941
S23,P008,2024-09-06 03:00:00,18.03,0.18,53792,0.025,6.97,121,0,1344,1.3491
S9,P007,2024-09-06 04:00:00,24.48,0.13,59697,0.0082,8.34,123,1,489,0.4384
S16,P002,2024-09-06 05:00:00,23.8,0.11,53114,0.0418,4.03,129,1,2220,2.2615
S7,P015,2024-09-06 06:00:00,22.72,0.18,100664,0.0332,9.55,123,0,3342,1.8997
S8,P006,2024-09-06 07:00:00,22.56,0.18,110448,0.0222,8.05,103,0,2451,1.2765
S19,P013,2024-09-06 08:00:00,6.68,0.07,77537,0.0219,7.24,92,0,1698,1.2203
S21,P013,2024-09-06 09:00:00,8.66,0.18,6393,0.0076,5.19,21,1,48,0.3205
S18,P012,2024-09-06 10:00:00,22.76,0.28,112309,0.0377,9.75,160,0,4234,2.1796
S11,P001,2024-09-06 11:00:00,18.66,0.28,119748,0.0088,6.97,32,0,1053,0.502
S1,P014,2024-09-06 12:00:00,17.94,0.24,83791,0.0033,3.67,63,1,276,0.1745
S25,P002,2024-09-06 13:00:00,27.44,0.09,102023,0.0378,5.13,54,0,3856,2.1672
S18,P001,2024-09-06 14:00:00,14.5,0.05,95632,0.0139,8.12,49,0,1329,0.7845
S10,P011,2024-09-06 15:00:00,13.3,0.17,10353,0.0154,4.57,19,0,159,0.6994
S12,P011,2024-09-06 16:00:00,6.33,0.31,47611,0.0069,5.31,165,0,328,0.3591
S19,P010,2024-09-06 17:00:00,21.58,0.25,9749,0.0121,4.21,155,0,117,0.5432
S17,P004,2024-09-06 18:00:00,22.46,0.28,117053,0.0295,4.31,52,0,3453,1.7089
S18,P011,2024-09-06 19:00:00,13.9,0.18,89001,0.0357,4.75,93,0,3177,2.0218
S7,P007,2024-09-06 20:00:00,28.43,0.32,71617,0.0208,4.68,163,0,1489,1.1501
S21,P010,2024-09-06 21:00:00,8.05,0.23,84513,0.0321,4.86,167,0,2712,1.8083
S3,P006,2024-09-06 22:00:00,29.35,0.31,75329,0.0375,4.39,75,0,2824,2.0931
S12,P014,2024-09-06 23:00:00,11.22,0.12,38541,0.0373,8.12,102,0,1437,1.9568
S20,P003,2024-09-07 00:00:00,21.67,0.28,33384,0.0184,3.84,108,0,614,0.9458
S8,P009,2024-09-07 01:00:00,11.53,0.26,40530,0.0319,8.95,160,1,1292,1.6798
S9,P003,2024-09-07 02:00:00,20.83,0.16,41728,0.0208,6.96,31,0,867,1.0939
S10,P014,2024-09-07 03:00:00,17.58,0.27,77506,0.0219,5.37,148,0,1697,1.2203
S10,P014,2024-09-07 04:00:00,26.98,0.09,47452,0.0181,4.99,89,0,858,0.962
S21,P006,2024-09-07 05:00:00,13.05,0.21,53628,0.0355,8.02,109,0,1903,1.9204
S9,P002,2024-09-07 06:00:00,16.33,0.26,61236,0.0413,6.96,120,1,2529,2.2636
S25,P015,2024-09-07 07:00:00,8.4,0.27,11092,0.0263,4.79,58,1,291,1.2123
S13,P006,2024-09-07 08:00:00,29.68,0.27,85961,0.0212,10.14,119,0,1822,1.1918
S10,P009,2024-09-07 09:00:00,28.34,0.3,20523,0.0225,8.09,97,0,461,1.1045
S22,P013,2024-09-07 10:00:00,12.85,0.2,81462,0.0146,7.09,85,0,1189,0.813
S1,P001,2024-09-07 11:00:00,17.93,0.28,76807,0.0201,8.51,67,1,1543,1.118
S16,P005,2024-09-07 12:00:00,13.77,0.27,58373,0.0388,7.22,166,0,2264,2.1166
S16,P014,2024-09-07 13:00:00,10.06,0.12,33788,0.0076,9.59,68,0,256,0.3838
S17,P010,2024-09-07 14:00:00,24.35,0.28,97697,0.0282,9.17,66,0,2755,1.6075
S10,P014,2024-09-07 15:00:00,27.23,0.3,103920,0.0226,9.21,178,0,2348,1.2928
S17,P006,2024-09-07 16:00:00,8.53,0.07,8684,0.0411,5.66,148,0,356,1.8512
S8,P011,2024-09-07 17:00:00,26.17,0.14,47330,0.0165,8.12,57,0,780,0.8756
S8,P005,2024-09-07 18:00:00,25.08,0.23,11336,0.0405,5.47,137,0,459,1.878
S2,P015,2024-09-07 19:00:00,7.67,0.35,119521,0.023,5.2,78,0,2748,1.332
S4,P001,2024-09-07 20:00:00,22.58,0.32,41450,0.0033,5.83,87,1,136,0.1629
S12,P008,2024-09-07 21:00:00,11.12,0.23,85977,0.0195,4.54,55,1,1676,1.0953
S13,P015,2024-09-07 22:00:00,10.95,0.3,95510,0.0124,6.07,21,1,1184,0.6985
S15,P002,2024-09-07 23:00:00,24.78,0.21,118030,0.0383,9.6,115,0,4520,2.224
S2,P006,2024-09-08 00:00:00,28.24,0.1,79771,0.0138,9.56,120,0,1100,0.7663
S4,P012,2024-09-08 01:00:00,27.27,0.31,15910,0.0332,6.06,89,0,528,1.5935
S22,P006,2024-09-08 02:00:00,10.43,0.17,43327,0.0409,6.03,19,0,1772,2.1709
S4,P007,2024-09-08 03:00:00,24.2,0.1,37589,0.0156,6.39,60,0,586,0.8092
S21,P014,2024-09-08 04:00:00,10.03,0.28,94746,0.0164,5.66,56,1,1553,0.9271
S12,P002,2024-09-08 05:00:00,16.76,0.09,79967,0.0199,6.84,40,0,1591,1.1108
S3,P002,2024-09-08 06:00:00,16.42,0.26,22960,0.0214,7.76,132,1,491,1.0619
S21,P012,2024-09-08 07:00:00,9.64,0.17,21628,0.0259,5.7,164,0,560,1.2801
S15,P014,2024-09-08 08:00:00,13.17,0.29,5477,0.0323,3.66,88,0,176,1.3777
S19,P007,2024-09-08 09:00:00,17.31,0.14,59508,0.0198,6.88,132,1,1178,1.0759
S21,P001,2024-09-08 10:00:00,18.16,0.25,112791,0.0287,8.45,116,0,3237,1.6569
S15,P003,2024-09-08 11:00:00,17.32,0.2,106847,0.0131,10.24,18,0,1399,0.7459
S2,P011,2024-09-08 12:00:00,6.39,0.17,115259,0.0097,7.33,84,0,1118,0.5528
S4,P013,2024-09-08 13:00:00,19.41,0.13,41009,0.0165,10.07,87,1,676,0.8638
S4,P004,2024-09-08 14:00:00,26.05,0.3,63546,0.0313,6.3,20,0,1988,1.7183
S16,P008,2024-09-08 15:00:00,22.51,0.1,40824,0.0081,10.11,105,1,330,0.4175
S14,P003,2024-09-08 16:00:00,28.16,0.17,60380,0.0428,8.66,92,1,2584,2.3433
S24,P003,2024-09-08 17:00:00,20.58,0.1,40742,0.019,5.21,56,0,774,0.9959
S7,P010,2024-09-08 18:00:00,18.93,0.14,38952,0.0378,10.25,126,0,1472,1.9852
S3,P010,2024-09-08 19:00:00,19.35,0.27,62536,0.0409,5.79,163,0,2557,2.2459
S22,P007,2024-09-08 20:00:00,18.9,0.19,77176,0.0351,9.25,75,0,2708,1.9625
S20,P004,2024-09-08 21:00:00,15.57,0.11,12316,0.0387,6.54,157,0,476,1.81
S20,P004,2024-09-08 22:00:00,28.75,0.17,67737,0.023,5.83,65,0,1557,1.2667
S16,P002,2024-09-08 23:00:00,15.25,0.22,11898,0.029,5.42,159,0,345,1.3482
S11,P008,2024-09-09 00:00:00,21.23,0.17,17943,0.0087,4.9,30,0,156,0.4136
S25,P015,2024-09-09 01:00:00,29.74,0.08,66605,0.0111,9.98,76,0,739,0.6039
S7,P008,2024-09-09 02:00:00,10.06,0.06,79305,0.0433,5.48,133,0,3433,2.4298
S13,P010,2024-09-09 03:00:00,22.77,0.3,101079,0.0141,6.45,40,0,1425,0.7999
S1,P002,2024-09-09 04:00:00,10.67,0.07,117701,0.0292,5.43,111,0,3436,1.6922
S8,P006,2024-09-09 05:00:00,21.58,0.23,90692,0.0065,4.5,126,0,589,0.3585
S23,P011,2024-09-09 06:00:00,14.12,0.29,23143,0.0085,8.15,160,0,196,0.4146
S21,P014,2024-09-09 07:00:00,25.36,0.16,38933,0.0297,4.41,110,0,1156,1.5571
S7,P014,2024-09-09 08:00:00,16.38,0.24,15965,0.0238,9.11,46,0,379,1.1392
S8,P002,2024-09-09 09:00:00,19.25,0.26,41251,0.0438,3.52,60,0,1806,2.3149
S2,P007,2024-09-09 10:00:00,16.54,0.1,9950,0.0215,6.84,54,0,213,0.9771
S10,P015,2024-09-09 11:00:00,7.08,0.22,58137,0.0284,9.18,134,0,1651,1.5453
S11,P006,2024-09-09 12:00:00,22.2,0.21,49578,0.0316,6.62,149,0,1566,1.6957
S7,P002,2024-09-09 13:00:00,13.84,0.06,101123,0.0233,7.12,104,1,2356,1.3301
S8,P012,2024-09-09 14:00:00,20.85,0.07,104139,0.0357,9.71,113,1,3717,2.0498
S19,P010,2024-09-09 15:00:00,6.13,0.28,8211,0.0349,4.96,42,0,286,1.5603
S18,P002,2024-09-09 16:00:00,26.64,0.18,85461,0.0162,5.84,108,0,1384,0.9073
S19,P001,2024-09-09 17:00:00,21.36,0.32,108191,0.0067,10.28,116,0,724,0.3758
S21,P005,2024-09-09 18:00:00,11.88,0.27,31397,0.0096,8.19,152,0,301,0.4845
S14,P003,2024-09-09 19:00:00,28.25,0.34,89559,0.0177,7.14,100,0,1585,0.9966
S9,P013,2024-09-09 20:00:00,23.69,0.34,13870,0.0368,5.85,83,0,510,1.7424
S11,P002,2024-09-09 21:00:00,27.55,0.11,31068,0.0143,10.14,40,0,444,0.7271
S12,P004,2024-09-09 22:00:00,10.66,0.31,92104,0.0303,9.87,134,0,2790,1.7192
S15,P014,2024-09-09 23:00:00,14.79,0.23,63108,0.043,9.67,38,0,2713,2.3638
S24,P014,2024-09-10 00:00:00,16.92,0.08,74700,0.0132,7.38,178,0,986,0.7281
S17,P012,2024-09-10 01:00:00,13.58,0.14,23215,0.0446,5.66,116,0,1035,2.2292
S8,P004,2024-09-10 02:00:00,17.79,0.27,18907,0.0358,9.79,75,0,676,1.7502
S12,P014,2024-09-10 03:00:00,22.66,0.24,32552,0.0177,9.19,140,0,576,0.9071
S17,P011,2024-09-10 04:00:00,10.49,0.25,117923,0.0411,9.2,31,1,4846,2.3873
S24,P012,2024-09-10 05:00:00,24.8,0.29,95792,0.0261,8.43,110,0,2500,1.4843
S9,P013,2024-09-10 06:00:00,9.51,0.31,72900,0.0174,8.19,117,0,1268,0.9616
S2,P006,2024-09-10 07:00:00,15.98,0.22,89415,0.0162,9.9,25,0,1448,0.911
S25,P015,2024-09-10 08:00:00,22.55,0.32,83851,0.0233,3.92,49,0,1953,1.3082
S3,P009,2024-09-10 09:00:00,13.57,0.13,52253,0.0077,6.93,59,0,402,0.4058
S23,P007,2024-09-10 10:00:00,21.83,0.18,75252,0.0267,4.42,139,0,2009,1.4865
S16,P011,2024-09-10 11:00:00,8.93,0.18,89413,0.0432,4.33,173,0,3862,2.4501
S20,P004,2024-09-10 12:00:00,16.25,0.22,97029,0.0048,7.31,111,0,465,0.2631
S23,P005,2024-09-10 13:00:00,9.15,0.26,75820,0.0251,7.27,176,0,1903,1.3976
S14,P011,2024-09-10 14:00:00,16.85,0.21,26591,0.0247,10.28,18,0,656,1.2458
S2,P001,2024-09-10 15:00:00,10.26,0.09,8950,0.0172,4.56,175,0,153,0.77
S9,P009,2024-09-10 16:00:00,23.6,0.34,21610,0.0238,5.55,25,1,514,1.1752
S18,P009,2024-09-10 17:00:00,26.77,0.33,64521,0.0414,7.9,17,0,2671,2.28
S7,P004,2024-09-10 18:00:00,25.98,0.16,55848,0.0091,9.84,71,0,508,0.4848
S20,P003,2024-09-10 19:00:00,28.82,0.26,67684,0.0238,9.59,77,0,1610,1.3111
S13,P007,2024-09-10 20:00:00,27.49,0.25,9039,0.0253,9.76,82,0,228,1.1398
S25,P015,2024-09-10 21:00:00,11.76,0.2,78057,0.0172,4.04,29,1,1342,0.9563
S21,P006,2024-09-10 22:00:00,18.32,0.19,39170,0.0264,4.51,176,0,1034,1.3835
S20,P007,2024-09-10 23:00:00,18.72,0.32,83024,0.0284,7.25,158,1,2357,1.5959
S5,P007,2024-09-11 00:00:00,25.19,0.25,20748,0.0439,4.71,150,0,910,2.1694
S2,P015,2024-09-11 01:00:00,26.62,0.09,76878,0.0397,6.84,42,0,3052,2.2206
S19,P009,2024-09-11 02:00:00,6.14,0.2,97426,0.0241,6.36,115,0,2347,1.3717
S11,P006,2024-09-11 03:00:00,24.78,0.31,110306,0.0305,9.92,91,1,3364,1.7582
S6,P011,2024-09-11 04:00:00,21.32,0.05,97365,0.022,10.19,134,0,2142,1.251
S25,P011,2024-09-11 05:00:00,20.64,0.29,117800,0.031,9.22,26,0,3651,1.7974
S15,P003,2024-09-11 06:00:00,6.71,0.2,13360,0.0075,4.72,25,0,100,0.3438
S5,P007,2024-09-11 07:00:00,27.7,0.29,58420,0.0091,4.95,170,0,531,0.4869
S13,P009,2024-09-11 08:00:00,14.01,0.25,16260,0.0268,6.25,110,1,435,1.2868
S7,P001,2024-09-11 09:00:00,26.24,0.22,81175,0.0266,7.3,154,1,2159,1.491
S3,P002,2024-09-11 10:00:00,12.81,0.31,67791,0.0304,5.56,29,0,2060,1.6784
S4,P004,2024-09-11 11:00:00,25.33,0.09,31210,0.0242,6.77,35,1,755,1.2397
S21,P010,2024-09-11 12:00:00,11.71,0.12,50345,0.0043,3.62,62,1,216,0.2203
S14,P015,2024-09-11 13:00:00,26.18,0.32,89662,0.0134,4.29,35,1,1201,0.7516
S21,P015,2024-09-11 14:00:00,11.65,0.19,62132,0.0432,5.36,90,0,2684,2.3715
S19,P015,2024-09-11 15:00:00,20.05,0.28,116322,0.0354,4.71,129,1,4117,2.052
S13,P003,2024-09-11 16:00:00,29.23,0.15,6596,0.0178,7.08,60,0,117,0.7702
S22,P007,2024-09-11 17:00:00,26.0,0.2,59476,0.0372,7.93,88,0,2212,2.0323
S18,P007,2024-09-11 18:00:00,19.39,0.22,56727,0.0348,6.38,137,0,1974,1.8921
S4,P002,2024-09-11 19:00:00,15.29,0.12,108019,0.0037,9.01,64,1,399,0.2019
S20,P002,2024-09-11 20:00:00,6.91,0.09,47436,0.0107,4.47,159,0,507,0.5635
S11,P011,2024-09-11 21:00:00,17.66,0.24,107371,0.0131,8.44,63,0,1406,0.7463
S10,P005,2024-09-11 22:00:00,7.31,0.29,86402,0.0094,8.11,95,0,812,0.5217
S19,P005,2024-09-11 23:00:00,27.88,0.18,64199,0.0234,5.56,102,0,1502,1.2827
S6,P009,2024-09-12 00:00:00,24.23,0.26,107225,0.0108,8.07,128,0,1158,0.613
S22,P014,2024-09-12 01:00:00,19.73,0.15,111355,0.03,8.3,44,1,3340,1.7306
S4,P001,2024-09-12 02:00:00,26.11,0.31,104951,0.0387,6.0,174,0,4061,2.2246
S1,P005,2024-09-12 03:00:00,18.45,0.12,11902,0.0063,8.83,44,0,74,0.2831
S19,P005,2024-09-12 04:00:00,15.33,0.17,35592,0.0045,4.62,44,0,160,0.2233
S22,P008,2024-09-12 05:00:00,21.64,0.3,16698,0.0382,8.61,101,0,637,1.8446
S1,P015,2024-09-12 06:00:00,24.89,0.27,87171,0.0364,8.43,23,0,3173,2.0579
S22,P011,2024-09-12 07:00:00,13.01,0.24,95149,0.0443,9.5,162,0,4215,2.5266
S4,P009,2024-09-12 08:00:00,21.43,0.21,42713,0.0435,8.44,135,0,1858,2.3065
S5,P007,2024-09-12 09:00:00,8.11,0.24,83656,0.0228,8.92,99,0,1907,1.2796
S23,P009,2024-09-12 10:00:00,8.06,0.31,59187,0.0199,3.75,115,0,1177,1.0809
S4,P004,2024-09-12 11:00:00,23.07,0.35,89888,0.0444,7.44,43,0,3991,2.5197
S18,P007,2024-09-12 12:00:00,14.25,0.18,34535,0.0275,4.49,176,0,949,1.4243
S17,P012,2024-09-12 13:00:00,8.24,0.27,5953,0.0228,7.94,32,0,135,0.9783
S17,P004,2024-09-12 14:00:00,14.06,0.27,99938,0.0086,10.11,173,0,859,0.4825
S14,P014,2024-09-12 15:00:00,19.15,0.2,46558,0.0172,6.47,72,0,800,0.9119
S7,P009,2024-09-12 16:00:00,17.6,0.2,8833,0.007,9.16,121,0,61,0.3055
S20,P004,2024-09-12 17:00:00,9.3,0.27,61307,0.0334,3.55,139,0,2047,1.8284
S6,P003,2024-09-12 18:00:00,14.12,0.23,43379,0.0448,10.46,46,1,1943,2.3793
S24,P015,2024-09-12 19:00:00,24.74,0.29,27037,0.0401,6.97,171,1,1084,2.0336
S1,P014,2024-09-12 20:00:00,29.8,0.09,37712,0.0347,8.02,100,0,1308,1.8158
S10,P007,2024-09-12 21:00:00,28.51,0.07,69744,0.0329,9.16,24,1,2294,1.8221
S25,P005,2024-09-12 22:00:00,7.42,0.34,63608,0.0274,4.75,175,0,1742,1.5028
S23,P003,2024-09-12 23:00:00,7.73,0.12,106753,0.0255,4.66,164,0,2722,1.4637
S9,P015,2024-09-13 00:00:00,29.27,0.34,23707,0.0084,4.33,101,0,199,0.4106
S22,P008,2024-09-13 01:00:00,22.99,0.15,91732,0.0286,5.04,40,1,2623,1.6215
S13,P009,2024-09-13 02:00:00,26.83,0.11,51362,0.0444,8.97,18,0,2280,2.3955
S22,P012,2024-09-13 03:00:00,29.76,0.22,9356,0.0257,7.73,36,0,240,1.1625
S5,P006,2024-09-13 04:00:00,29.83,0.3,112523,0.026,9.86,143,1,2925,1.4995
S12,P004,2024-09-13 05:00:00,12.91,0.11,53020,0.0056,4.9,57,1,296,0.2921
S12,P014,2024-09-13 06:00:00,19.01,0.29,110167,0.0227,4.52,75,1,2500,1.3052
S8,P015,2024-09-13 07:00:00,21.83,0.2,97869,0.0195,9.22,82,0,1908,1.1079
S11,P008,2024-09-13 08:00:00,16.35,0.31,30750,0.0128,5.74,23,0,393,0.6489
S11,P015,2024-09-13 09:00:00,15.86,0.21,73143,0.0246,7.18,169,1,1799,1.3651
S25,P004,2024-09-13 10:00:00,18.52,0.33,106500,0.0197,5.18,117,1,2098,1.1277
S14,P001,2024-09-13 11:00:00,19.98,0.31,101028,0.0131,5.27,41,0,1323,0.7423
S9,P001,2024-09-13 12:00:00,9.46,0.16,85081,0.036,6.49,130,0,3062,2.0307
S18,P005,2024-09-13 13:00:00,28.56,0.26,100136,0.0194,7.24,80,0,1942,1.1044
S2,P007,2024-09-13 14:00:00,19.08,0.16,72444,0.0135,10.05,151,0,977,0.7429
S21,P014,2024-09-13 15:00:00,7.13,0.17,100376,0.0292,10.23,15,0,2930,1.6689
S12,P005,2024-09-13 16:00:00,15.92,0.28,26513,0.02,7.83,128,0,530,1.006
S25,P015,2024-09-13 17:00:00,13.69,0.1,83773,0.0043,8.64,96,0,360,0.2312
S24,P006,2024-09-13 18:00:00,10.11,0.13,85500,0.0259,10.23,70,0,2214,1.4581
S10,P015,2024-09-13 19:00:00,21.79,0.34,58563,0.0369,6.48,148,0,2160,2.0129
S17,P001,2024-09-13 20:00:00,23.27,0.18,108527,0.0295,6.27,42,0,3201,1.6977
S19,P008,2024-09-13 21:00:00,13.41,0.09,78750,0.0224,5.07,32,1,1764,1.2502
S15,P010,2024-09-13 22:00:00,18.91,0.28,17613,0.0063,10.13,178,1,110,0.2955
S5,P006,2024-09-13 23:00:00,6.87,0.22,62049,0.0205,8.62,35,0,1272,1.1187
S21,P007,2024-09-14 00:00:00,21.47,0.16,60748,0.0259,3.62,98,1,1573,1.4139
S24,P001,2024-09-14 01:00:00,8.61,0.28,52015,0.0431,8.56,102,0,2241,2.3277
S7,P004,2024-09-14 02:00:00,26.49,0.23,54645,0.0352,3.96,88,0,1923,1.9074
S9,P003,2024-09-14 03:00:00,13.1,0.14,39757,0.0378,7.83,155,0,1502,1.9891
S22,P006,2024-09-14 04:00:00,7.98,0.27,23714,0.0351,6.43,169,0,832,1.7555
S18,P012,2024-09-14 05:00:00,8.53,0.27,9718,0.0303,4.22,91,0,294,1.3785
S20,P007,2024-09-14 06:00:00,19.86,0.07,31348,0.0286,9.38,97,0,896,1.468
S5,P001,2024-09-14 07:00:00,24.75,0.21,97201,0.0145,4.43,101,1,1409,0.8201
S11,P010,2024-09-14 08:00:00,17.09,0.11,40466,0.0181,8.73,98,0,732,0.9475
S9,P014,2024-09-14 09:00:00,9.13,0.28,7343,0.0113,7.17,74,0,82,0.4904
S8,P005,2024-09-14 10:00:00,11.53,0.25,38693,0.0409,5.79,21,0,1582,2.1477
S17,P010,2024-09-14 11:00:00,26.46,0.11,112581,0.0318,4.08,133,0,3580,1.8369
S18,P010,2024-09-14 12:00:00,11.85,0.23,36257,0.0282,8.73,24,0,1022,1.4678
S10,P006,2024-09-14 13:00:00,28.53,0.28,112838,0.0366,6.26,35,1,4129,2.1165
S15,P010,2024-09-14 14:00:00,9.92,0.27,77954,0.0418,10.05,35,0,3258,2.3416
S20,P007,2024-09-14 15:00:00,23.06,0.14,58190,0.0332,4.11,27,0,1931,1.8088
S25,P012,2024-09-14 16:00:00,10.06,0.24,58009,0.0213,5.0,98,0,1235,1.1556
S15,P006,2024-09-14 17:00:00,11.06,0.34,39699,0.0332,8.67,114,0,1318,1.7453
S14,P015,2024-09-14 18:00:00,8.73,0.18,26557,0.0141,9.22,73,0,374,0.7057
S1,P009,2024-09-14 19:00:00,23.84,0.16,75706,0.0356,7.84,19,0,2695,1.9873
S8,P008,2024-09-14 20:00:00,20.87,0.27,33856,0.0203,9.9,24,1,687,1.0461
S22,P014,2024-09-14 21:00:00,29.86,0.22,54582,0.0382,3.68,74,0,2085,2.0708
S12,P009,2024-09-14 22:00:00,17.29,0.2,98302,0.0141,7.39,84,0,1386,0.798
S3,P008,2024-09-14 23:00:00,16.3,0.25,9465,0.0191,8.83,42,0,180,0.8618
S11,P001,2024-09-15 00:00:00,10.55,0.3,89729,0.034,9.79,37,0,3050,1.9263
S9,P009,2024-09-15 01:00:00,9.29,0.05,88509,0.0252,5.43,34,1,2230,1.4227
S13,P004,2024-09-15 02:00:00,6.59,0.24,105675,0.0342,5.72,89,0,3614,1.9656
S7,P014,2024-09-15 03:00:00,8.12,0.25,28164,0.0303,5.45,164,0,853,1.5397
S10,P007,2024-09-15 04:00:00,25.65,0.29,14828,0.0289,8.92,38,0,428,1.3753
S18,P012,2024-09-15 05:00:00,23.31,0.08,18594,0.0409,7.25,95,0,760,1.9979
S9,P002,2024-09-15 06:00:00,24.33,0.27,18133,0.0114,9.1,161,0,206,0.5464
S1,P001,2024-09-15 07:00:00,28.62,0.25,17412,0.0309,4.82,49,0,538,1.4962
S7,P009,2024-09-15 08:00:00,14.24,0.15,10624,0.0365,7.05,175,0,387,1.6794
S25,P009,2024-09-15 09:00:00,20.42,0.06,53317,0.027,5.23,149,0,1439,1.4568
S1,P005,2024-09-15 10:00:00,25.55,0.23,67199,0.0388,10.0,177,0,2607,2.1439
S7,P009,2024-09-15 11:00:00,14.96,0.31,91335,0.0186,10.03,109,0,1698,1.0498
S22,P010,2024-09-15 12:00:00,27.55,0.3,59243,0.0315,3.99,68,0,1866,1.7183
S18,P002,2024-09-15 13:00:00,25.84,0.29,76601,0.0323,8.53,159,0,2474,1.8038
S1,P013,2024-09-15 14:00:00,29.16,0.27,113427,0.0432,4.08,28,0,4900,2.5015
S16,P001,2024-09-15 15:00:00,21.37,0.11,84030,0.0441,6.29,114,0,3705,2.4877
S1,P005,2024-09-15 16:00:00,26.3,0.12,15398,0.0262,9.85,92,0,403,1.2506
S7,P001,2024-09-15 17:00:00,28.84,0.09,78110,0.0297,6.85,151,0,2319,1.6605
S7,P004,2024-09-15 18:00:00,12.99,0.15,116600,0.0285,6.68,96,1,3323,1.65
S9,P003,2024-09-15 19:00:00,25.34,0.13,108244,0.0407,5.86,146,0,4405,2.3465
S25,P002,2024-09-15 20:00:00,29.05,0.27,54809,0.008,4.71,174,1,438,0.424
S21,P001,2024-09-15 21:00:00,15.42,0.1,32642,0.0443,7.99,116,0,1446,2.2896
S15,P008,2024-09-15 22:00:00,24.25,0.19,92090,0.0169,7.38,152,0,1556,0.9534
S19,P009,2024-09-15 23:00:00,23.52,0.2,38758,0.0155,5.47,117,0,600,0.8063
